Call Number,Author,Title,Barcode,Year,Date Acquired,Status,Circs
F GEI,"Geiger, J. C. (Jeffrey Clayton), 1979-",Wildman,,2017,9/26/2019,Follett eBook,0
F GEI,"Geiger, J. C. (Jeffrey Clayton), 1979-",Wildman,3043700013537,2017,12/5/2019,Available,0
F GEN,"Gennaro, K. D. (Karen D.),",Keys to freedom,3043700010061,2017,8/9/2019,Available,0
F GEO,"George, Alex, 1970-",Setting free the kites,3043700011354,2017,8/9/2019,Available,0
F GEO,"George, Elizabeth, 1949-",The edge of nowhere,3043700009150,2013,8/9/2019,Available,0
F GEO,"George, Elizabeth, 1949-",The edge of the water,3043700009152,2015,8/9/2019,Available,0
F GEO,"George, Jessica Day, 1976-",Princess of glass,3043700010928,2011,8/9/2019,Available,0
F GEO,"George, Jessica Day, 1976-",Princess of the midnight ball,3043700010929,2010,8/9/2019,Available,0
F GEO,"George, Jessica Day, 1976-",Princess of the silver woods,3043700010930,2013,8/9/2019,Available,0
F GEO,"George, Jessica Day, 1976-",Silver in the blood,3043700011478,2015,8/9/2019,Available,1
F GEO,"George, Madeleine.",Looks,3043700010315,2009,8/9/2019,Available,0
F GEO,"George, McKelle.","Speak easy, speak love",3043700011626,2017,8/9/2019,Available,0
F GEP,"Gephart, Donna.",Lily and Dunkin,3043700010260,2016,8/9/2019,Checked Out,1
F GER,"Geragotelis, Brittany,",Life's a witch,3043700010247,2013,8/9/2019,Available,0
F GER,"Geragotelis, Brittany.",What the spell,3043700012309,2012,8/9/2019,Available,0
F GER,"Geragotelis, Brittany.",The witch is back,3043700012425,2014,8/9/2019,Available,0
F GER,"Gervais, Alison,",The silence between us,3043700016308,2019,5/20/2020,Available,0
F GES,"Gessner, Marina.",The distance from me to you,3043700008788,2015,8/9/2019,Available,0
F GEW,"Gewirtz, Adina,",Blue window,3043700008203,2018,8/9/2019,Available,0
F GIB,"Gibaldi, Lauren.",The night we said yes,3043700010580,2015,8/9/2019,Available,0
F GIB,"Gibaldi, Lauren,",This tiny perfect world,3043700011902,2018,8/9/2019,Available,0
F GIB,"Gibney, Shannon.",Dream country,3043700009112,2018,8/9/2019,Available,0
F GIB,"Gibney, Shannon.",See no color,,2015,9/26/2019,Follett eBook,0
F GIB,"Gibney, Shannon.",See no color,3043700014077,2015,12/5/2019,Available,0
F GIE,"Gier, Kerstin.",Dream a little dream,3043700009111,2015,8/9/2019,Available,0
F GIE,"Gier, Kerstin.",Dream on,3043700009114,2016,8/9/2019,Available,0
F GIE,"Gier, Kerstin.",Emerald green,3043700009177,2013,8/9/2019,Available,0
F GIE,"Gier, Kerstin,",Just dreaming,3043700010033,2017,8/9/2019,Available,0
F GIE,"Gier, Kerstin.",Ruby red,3043700011175,2011,8/9/2019,Available,0
F GIE,"Gier, Kerstin.",Sapphire blue,3043700011236,2012,8/9/2019,Available,0
F GIL,"Gilbert, Kelly Loy.",Conviction,3043700008512,2015,8/9/2019,Available,1
F GIL,"Gilbert, Kelly Loy.",Picture us in the light,,2018,9/26/2019,Follett eBook,0
F GIL,"Gilbert, Kelly Loy,",Picture us in the light,3043700013411,2018,12/5/2019,Available,0
F GIL,"Giles, Amy (Amy S.)",Now is everything,3043700010659,2017,8/9/2019,Available,1
F GIL,"Giles, Amy (Amy S.)",That night,3043700011841,2018,8/9/2019,Available,0
F GIL,"Giles, Gail.",Dark song,3043700008646,2011,8/9/2019,Available,0
F GIL,"Giles, Gail,",Girls like us,3043700009560,2014,8/9/2019,Available,0
F GIL,"Giles, Gail.",Right behind you,3043700011116,2008,8/9/2019,Available,0
F GIL,"Giles, Gail.",Shattering Glass,3043700011416,2015,8/9/2019,Available,0
F GIL,"Giles, Gail.",What happened to Cass McBride? : a novel,3043700012293,2007,8/9/2019,Available,0
F GIL,"Giles, Jeff.",The edge of everything,3043700009148,2017,8/9/2019,Available,0
F GIL,"Giles, L. R. (Lamar R.)",Endangered,3043700009200,2015,8/9/2019,Available,0
F GIL,"Giles, L. R. (Lamar R.)",Fake ID,3043700008873,2014,8/9/2019,Available,4
F GIL,"Giles, L. R. (Lamar R.)",Not so pure and simple,,2020,8/28/2020,Follett eBook,0
F GIL,"Giles, L. R. (Lamar R.)",Not so pure and simple,3043700016284,2020,5/20/2020,Available,2
F GIL,"Giles, L. R. (Lamar R.)",Overturned,3043700010795,2017,8/9/2019,Available,0
F GIL,"Giles, L. R. (Lamar R.)",Spin,3043700011643,2019,8/9/2019,Available,5
F GIL,"Gill, David Macinnis, 1963-",Black hole sun,3043700012611,2010,12/5/2019,Available,0
F GIL,"Gill, David Macinnis, 1963-",Shadow on the sun,3043700013073,2013,12/5/2019,Available,0
F GIL,"Gill, John Freeman,",The gargoyle hunters,3043700009463,2017,8/9/2019,Available,0
F GIL,"Gillies, Isabel, 1970-",Starry night,3043700011680,2015,8/9/2019,Available,2
F GIL,"Gilmore, Jennifer.",If only,3043700013711,2018,12/5/2019,Available,0
F GIL,"Gilmore, Jennifer.",We were never here,3043700012263,2016,8/9/2019,Available,0
F GIN,"Gingras, Charlotte, 1943-",Ophelia,,2018,9/26/2019,Follett eBook,0
F GIN,"Gingras, Charlotte, 1943-",Ophelia,3043700010738,2018,8/9/2019,Available,0
F GIR,"Girard, Geoffrey.",Truthers,,2017,9/26/2019,Follett eBook,0
F GIR,"Girard, Geoffrey.",Truthers,3043700012006,2017,8/9/2019,Available,0
F GIR,"Girard, M-E.",Girl mans up,3043700009546,2016,8/9/2019,Available,1
F GIR,"Girzone, Joseph F.",Joshua's family,3043700012863,2007,12/5/2019,Available,0
F GLA,"Gladstone, Max,",Book burners. Season 1,3043700008224,2017,8/9/2019,Available,1
F GLA,"Glaser, Jason.",The prospect,3043700010954,2012,8/9/2019,Available,0
F GLA,"Gläser, Mechthild.",The book jumper,,2017,9/3/2019,Follett eBook,0
F GLA,"Gläser, Mechthild.",The book jumper,3043700008225,2017,8/9/2019,Lost,0
F GLA,"Gläser, Mechthild.",The forgotten book,3043700009358,2018,8/9/2019,Available,0
F GLA,"Glasgow, Kathleen, 1969-",Girl in pieces,3043700009532,2018,8/9/2019,Available,1
F GLA,"Glasgow, Kathleen, 1969-",How to make friends with the dark,3043700016249,2019,5/20/2020,Available,1
F GLA,"Glasgow, Kathleen, 1969-",How to make friends with the dark a novel,,2019,9/3/2019,Follett eBook,0
F GLE,"Gleason, Colleen.",The chess queen enigma,,2015,9/26/2019,Follett eBook,0
F GLE,"Gleason, Colleen.",The chess queen enigma,3043700008408,2015,8/9/2019,Available,0
F GLE,"Gleason, Colleen.",The clockwork scarab,,2013,9/26/2019,Follett eBook,0
F GLE,"Gleason, Colleen.",The clockwork scarab,3043700008458,2014,8/9/2019,Available,0
F GLE,"Gleason, Colleen.",The spiritglass charade,3043700011651,2014,8/9/2019,Available,0
F GLE,"Gleitzman, Morris.",Now,3043700010657,2013,8/9/2019,Available,0
F GLE,"Gleitzman, Morris.",Once,3043700010707,2013,8/9/2019,Available,0
F GLE,"Gleitzman, Morris.",Then,3043700011846,2013,8/9/2019,Available,0
F GLE,"Glenn, Mel.",Who killed Mr. Chippendale? : a mystery in poems,3043700012368,1996,8/9/2019,Available,0
F GLI,"Glines, Abbi,",After the game,3043700002679,2017,8/9/2019,Checked Out,2
F GLI,"Glines, Abbi,",Losing the field,3043700013778,2018,12/5/2019,Checked Out,1
F GLI,"Glines, Abbi.",Under the lights,3043700014104,2016,12/5/2019,Checked Out,1
F GLI,"Glines, Abbi.",Until Friday night,3043700014110,2015,12/5/2019,Checked Out,1
F GLY,"Glynn, Connie.",The lost princess,,2020,9/3/2020,Follett eBook,0
F GOD,"Godbersen, Anna,",Envy : a luxe novel,3043700009221,2018,8/9/2019,Available,1
F GOD,"Godbersen, Anna,",The luxe,3043700010364,2018,8/9/2019,Available,0
F GOD,"Godbersen, Anna,",Rumors,3043700011194,2018,8/9/2019,Available,0
F GOD,"Godbersen, Anna,",When we caught fire,3043700012343,2018,8/9/2019,Available,0
F GOE,"Goedjen, Tara.",The breathless,3043700008269,2017,8/9/2019,Available,1
F GOE,"Goedjen, Tara.",No beauties or monsters,3043700071345,2021,9/30/2022,Available,0
F GOE,"Goelman, Ari.",The Innocence Treatment,3043700013305,2017,12/5/2019,Available,0
F GOE,"Goerzen, Christy,",The Big Apple effect,3043700008123,2014,8/9/2019,Available,0
F GOE,"Goerzen, Christy.",Explore,3043700008848,2009,8/9/2019,Available,0
F GOE,"Goerzen, Christy, 1975-",Farmed out,3043700008910,2011,8/9/2019,Available,0
F GOI,"Going, K. L. (Kelly L.)",Fat kid rules the world,3043700008920,2004,8/9/2019,Available,0
F GOI,"Going, K. L. (Kelly L.)",King of the screwups,,2009,9/26/2019,Follett eBook,0
F GOI,"Going, K. L. (Kelly L.),",King of the screwups,3043700012874,2009,12/5/2019,Available,0
F GOI,"Going, K. L. (Kelly L.),",Saint Iggy,3043700011222,2008,8/9/2019,Available,0
F GOL,"Gold, Jennifer, 1979-",On the spectrum,,2017,9/26/2019,Follett eBook,0
F GOL,"Gold, Jennifer, 1979-",Undiscovered country,,2017,9/26/2019,Follett eBook,0
F GOL,"Golden, Arthur, 1957-",Memoirs of a geisha : a novel,3043700013811,1997,12/5/2019,Available,0
F GOL,"Golden, Christopher.",The wild,3043700013533,2012,12/5/2019,Available,0
F GOL,"Golding, William, 1911-1993,",Lord of the flies,3043700010318,2013,8/9/2019,Available,4
F GOL,"Golding, William, 1911-1993,",Lord of the flies,3043700010319,2016,8/9/2019,Lost,1
F GOL,"Goldman, William, 1931-","The princess bride : S. Morgenstern's classic tale of true love and high adventure : the ""good parts"" version",3043700010919,2007,8/9/2019,Available,0
F GOL,"Goldstein, Lori (Lori A.)",Becoming jinn,3043700008067,2015,8/9/2019,Available,0
F GOL,"Goldstein, Lori (Lori A.),",Circle of jinn,3043700008431,2016,8/9/2019,Available,0
F GOL,"Goldstein, Lori (Lori A.)",Screen queens,,2020,9/3/2020,Follett eBook,0
F GOL,"Goldstein, Lori (Lori A.),",Screen queens,3043700016305,2019,5/20/2020,Available,0
F GOL,"Goldstein, Meredith.",Chemistry lessons,,2018,9/26/2019,Follett eBook,0
F GOL,"Goldstein, Meredith.",Chemistry lessons,3043700008406,2018,8/9/2019,Available,1
F GOL,"Goldstyn, Jacques.",The eleventh hour,3043700009166,2018,8/9/2019,Available,0
F GON,"Gong, Chloe,",These violent delights,3043700017572,2020,1/22/2021,Available,7
F GON,"Gonsalves, Florence.",Love & other carnivorous plants,3043700013342,2018,12/5/2019,Available,0
F GON,"Gonzales, Laurence, 1947-",Lucy : a novel,3043700010362,2011,8/9/2019,Available,0
F GON,"Gonzales, Manuel, 1974-",The Regional Office is under attack!,3043700014746,2017,12/5/2019,Available,0
F GON,"Gonzales, S., 1992-",Only mostly devastated,,2020,8/28/2020,Follett eBook,0
F GON,"Gonzales, S., 1992-",Only mostly devastated,3043700017141,2020,12/14/2020,Available,0
F GON,"Gonzalez, Christina Diaz, 1969-",The red umbrella,3043700014374,2011,12/5/2019,Available,0
F GON,"Gonzalez, Christina Diaz, 1969-",A thunderous whisper,3043700015194,2013,12/5/2019,Available,0
F GON,"González Viaña, Eduardo, 1941-",Dante's ballad,3043700008619,2007,8/9/2019,Available,0
F GOO,"Goo, Maurene.",I believe in a thing called love,3043700009879,2017,8/9/2019,Available,1
F GOO,"Goo, Maurene.",Since you asked--,3043700011488,2013,8/9/2019,Available,0
F GOO,"Goo, Maurene,",Somewhere only we know,3043700016312,2019,5/20/2020,Available,1
F GOO,"Goo, Maurene.",The way you make me feel,,2018,9/3/2019,Follett eBook,0
F GOO,"Goo, Maurene.",The way you make me feel,3043700012245,2018,8/9/2019,Available,1
F GOO,"Goobie, Beth.",Something girl,3043700011580,2005,8/9/2019,Available,0
F GOO,"Goobie, Beth, 1959-",The pain eater,3043700015120,2017,12/5/2019,Available,0
F GOO,"Goobie, Beth, 1959-",Who owns Kelly Paddik?,3043700012369,2003,8/9/2019,Available,0
F GOO,"Goode, Caroline.",Cupidity,3043700008582,2005,8/9/2019,Available,0
F GOO,"Goode, L. (Laura), 1983-",Sister mischief,3043700013081,2011,12/5/2019,Available,0
F GOO,"Goodman, Alison,",The Dark Days Club : a novel,3043700008626,2016,8/9/2019,Available,0
F GOO,"Goodman, Alison,",The Dark Days deceit,3043700008627,2018,8/9/2019,Available,0
F GOO,"Goodman, Alison.",The Dark Days pact,3043700008629,2017,8/9/2019,Available,0
F GOO,"Goodman, Alison.",Eon : Dragoneye reborn,3043700009222,2010,8/9/2019,Available,0
F GOO,"Goodman, Alison.",Eona : the last Dragoneye,3043700009223,2012,8/9/2019,Available,0
F GOO,"Goodman, Allegra.",Intuition : a novel,3043700009972,2007,8/9/2019,Available,0
F GOO,"Goodman, Carol.",Blythewood,3043700008206,2014,8/9/2019,Available,0
F GOO,"Goodman, Carol.",Hawthorn,3043700009724,2015,8/9/2019,Available,0
F GOO,"Goodman, Carol.",Ravencliffe,,2018,9/3/2019,Follett eBook,0
F GOO,"Goodman, Carol,",Ravencliffe,3043700011009,2015,8/9/2019,Available,0
F GOO,"Goodman, Gabriel.",The alliance,3043700002757,2013,8/9/2019,Available,0
F GOO,"Goodman, Gabriel.",The Confessional,3043700008496,2015,8/9/2019,Available,0
F GOO,"Goodman, Shawn, 1970-",Kindness for weakness,3043700010077,2015,8/9/2019,Available,0
F GOR,"Gornall, Louise.",Under rose-tainted skies,,2020,8/28/2020,Follett eBook,0
F GOR,"Gornall, Louise.",Under rose-tainted skies,,2017,9/26/2019,Follett eBook,0
F GOR,"Gornall, Louise.",Under rose-tainted skies,3043700012051,2017,8/9/2019,Available,0
F GOS,"Goslee, S. J.,",How (not) to ask a boy to prom,3043700017453,2020,12/14/2020,Available,0
F GOS,"Goslee, S. J.,",Whatever,3043700012320,2017,8/9/2019,Available,0
F GOS,"Goss, Theodora.",The strange case of the alchemist's daughter,3043700011736,2017,8/9/2019,Available,0
F GOT,edited by Deborah Noyes.,Gothic! : ten original dark tales,3043700009638,2006,8/9/2019,Available,0
F GOT,"Gottesfeld, Jeff.",Choices,3043700008418,2014,8/9/2019,Available,0
F GOT,"Gottesfeld, Jeff,",Crush,3043700008570,2014,8/9/2019,Available,0
F GOT,"Gottesfeld, Jeff,",Frenemies,3043700009403,2014,8/9/2019,Available,0
F GOT,"Gottesfeld, Jeff,",xo Ronette,3043700012488,2013,8/9/2019,Available,0
F GOT,"Gottfred, B. T.,",Forever for a year,3043700009342,2016,8/9/2019,Available,0
F GOT,"Gottfred, B. T.,",The handsome girl & the beautiful boy,3043700009699,2018,8/9/2019,Available,1
F GOT,"Gottfred, B. T.,",The nerdy and the dirty,3043700012982,2016,12/5/2019,Available,1
F GOU,"Gough, Erin,",Amelia Westlake was never here,3043700017421,2020,12/14/2020,Available,0
F GOU,"Gough, Erin.","Get it together, Delilah",,2017,9/26/2019,Follett eBook,0
F GOU,"Gough, Erin.","Get it together, Delilah",3043700009497,2017,8/9/2019,Available,0
F GOU,"Gourlay, Candy.",Tall story,3043700015165,2012,12/5/2019,Available,0
F GOU,"Gout, Leopoldo,",The con,3043700009470,2017,8/9/2019,Available,0
F GOU,"Gout, Leopoldo,",The game,3043700009471,2016,8/9/2019,Checked Out,3
F GRA,"Grab, Daphne.",The girl in the wall,3043700009539,2012,8/9/2019,Available,1
F GRA,"Grace, Adalyn,",All the stars and teeth,3043700017022,2020,12/14/2020,Available,3
F GRA,"Grace, Amanda, 1982-",But I love him,3043700014447,2011,12/5/2019,Available,1
F GRA,"Graceffa, Joey, 1991-",Children of Eden : a novel,3043700013598,2016,12/5/2019,Available,0
F GRA,"Graham, Ali.","99 problems : superstars have bad days, too",3043700002640,2015,8/9/2019,Available,0
F GRA,"Graham-Felsen, Sam,",Green : a novel,3043700015454,2018,12/5/2019,Available,0
F GRA,"Graham, Hilary Weisman.",Reunited,3043700011096,2012,8/9/2019,Available,1
F GRA,"Graham, Jo, 1968-",Black ships : a novel,3043700015515,2009,12/5/2019,Available,0
F GRA,"Grahame-Smith, Seth.",Abraham Lincoln : vampire hunter,3043700012577,2011,12/5/2019,Available,0
F GRA,"Grahame-Smith, Seth.",Pride and prejudice and zombies : the classic regency romance--now with ultraviolent zombie mayhem,3043700010910,2009,8/9/2019,Available,0
F GRA,"Grainger, A. J. (Annalie J.)",Captive,3043700008354,2015,8/9/2019,Available,0
F GRA,"Gramont, Nina de.",Every little thing in the world,3043700009265,2011,8/9/2019,Available,0
F GRA,"Gramont, Nina de.",Meet me at the river,3043700013810,2013,12/5/2019,Available,0
F GRA,"Grant, AnnaLisa.",Oxblood,,2016,9/26/2019,Follett eBook,0
F GRA,"Grant, Helen, 1964-",The glass demon : a novel,3043700015067,2010,12/5/2019,Available,1
F GRA,"Grant, Helen, 1964-",The vanishing of Katharina Linden : a novel,3043700012132,2011,8/9/2019,Available,0
F GRA,"Grant, K. M.",Blood red horse,3043700012619,2006,12/5/2019,Available,0
F GRA,"Grant, Kester, 1984-",The Court of Miracles,3043700017047,2020,12/14/2020,Available,1
F GRA,"Grant, Michael, 1954-",BZRK,3043700008331,2012,8/9/2019,Available,1
F GRA,"Grant, Michael, 1954-",BZRK apocalypse,3043700008332,2016,8/9/2019,Available,0
F GRA,"Grant, Michael, 1954-",BZRK : reloaded,3043700008333,2013,8/9/2019,Available,1
F GRA,"Grant, Michael, 1954-",Eve & Adam,3043700009241,2013,8/9/2019,Available,0
F GRA,"Grant, Michael, 1954-",Fear,,2017,9/3/2019,Follett eBook,0
F GRA,"Grant, Michael, 1954-",Fear,3043700008928,2012,8/9/2019,Available,2
F GRA,"Grant, Michael, 1954-",Front Lines,3043700009418,2016,8/9/2019,Available,0
F GRA,"Grant, Michael, 1954-",Gone,3043700009607,2008,8/9/2019,Available,4
F GRA,"Grant, Michael, 1954-",Hunger,,2017,9/3/2019,Follett eBook,0
F GRA,"Grant, Michael, 1954-",Hunger,3043700009854,2009,8/9/2019,Checked Out,2
F GRA,"Grant, Michael, 1954-",Lies,,2017,9/3/2019,Follett eBook,0
F GRA,"Grant, Michael, 1954-",Lies,3043700010227,2010,8/9/2019,Available,2
F GRA,"Grant, Michael, 1954-",Light,,2018,9/3/2019,Follett eBook,0
F GRA,"Grant, Michael, 1954-",Light,3043700010248,2013,8/9/2019,Available,2
F GRA,"Grant, Michael, 1954-",Light,3043700017458,2014,12/14/2020,Available,1
F GRA,"Grant, Michael, 1954-",Messenger of Fear,3043700010445,2015,8/9/2019,Available,0
F GRA,"Grant, Michael, 1954-",Monster,3043700013827,2017,12/5/2019,Available,1
F GRA,"Grant, Michael, 1954-",Plague,,2017,9/3/2019,Follett eBook,0
F GRA,"Grant, Michael, 1954-",Plague,3043700010851,2011,8/9/2019,Available,2
F GRA,"Grant, Michael, 1954-",Purple hearts,3043700010970,2018,8/9/2019,Available,0
F GRA,"Grant, Michael, 1954-",Silver stars,3043700011484,2017,8/9/2019,Available,0
F GRA,"Grant, Michael, 1954-",The tattooed heart : a Messenger of Fear novel,3043700011821,2016,8/9/2019,Available,0
F GRA,"Grant, Vicki.",36 questions that changed my mind about you,3043700002627,2017,8/9/2019,Available,0
F GRA,"Grant, Vicki.",Comeback,3043700008486,2010,8/9/2019,Available,0
F GRA,"Grant, Vicki.",Dead-end job,3043700008692,2005,8/9/2019,Available,0
F GRA,"Grant, Vicki.",Hold the pickles,3043700009786,2012,8/9/2019,Available,0
F GRA,"Grant, Vicki.",I.D.,3043700009894,2007,8/9/2019,Available,0
F GRA,"Grant, Vicki.",Res judicata,3043700011081,2008,8/9/2019,Available,0
F GRA,"Grant, Vicki.",Small bones,3043700011547,2015,8/9/2019,Available,0
F GRA,"Gratton, Tessa,",The queens of Innis Lear,3043700010982,2018,8/9/2019,Available,1
F GRA,"Gratton, Tessa,",Strange grace,3043700011739,2018,8/9/2019,Available,0
F GRA,"Gratz, Alan, 1972-",Code of honor,3043700008465,2015,8/9/2019,Available,1
F GRA,"Gratz, Alan, 1972-",Prisoner B-3087,3043700010934,2013,8/9/2019,Available,1
F GRA,"Gratz, Alan, 1972-",Projekt 1065,3043700010942,2016,8/9/2019,Available,1
F GRA,"Gratz, Alan, 1972-",Refugee,3043700011063,2017,8/9/2019,Checked Out,4
F GRA,"Gratz, Alan, 1972-",Samurai shortstop,3043700014075,2008,12/5/2019,Available,0
F GRA,"Gratz, Alan, 1972-",Something rotten,3043700011584,2009,8/9/2019,Available,0
F GRA,"Gratz, Alan, 1972-",Something wicked,3043700011587,2009,8/9/2019,Available,0
F GRA,"Graudin, Ryan.",Blood for blood,3043700008180,2016,8/9/2019,Available,3
F GRA,"Graudin, Ryan,",Invictus,3043700009977,2018,8/9/2019,Available,2
F GRA,"Graudin, Ryan,",The walled city,3043700012203,2015,8/9/2019,Available,0
F GRA,"Graudin, Ryan.",Wolf by wolf,3043700012441,2015,8/9/2019,Available,2
F GRA,"Graves, Judith,",Exposed,3043700008849,2015,8/9/2019,Available,0
F GRA,"Gray, Ayana.",Beasts of prey,3043700017745,2021,5/10/2022,Available,0
F GRA,"Gray, Claudia.",Afterlife,3043700008027,2012,8/9/2019,Available,1
F GRA,"Gray, Claudia.",Balthazar,3043700008049,2013,8/9/2019,Available,1
F GRA,"Gray, Claudia.",Defy the fates,3043700071336,2019,3/22/2022,Available,0
F GRA,"Gray, Claudia.",Defy the stars,3043700008733,2017,8/9/2019,Available,3
F GRA,"Gray, Claudia.",Defy the worlds,3043700008734,2018,8/9/2019,Available,2
